Actor,Name,Birth Place,Birth Date,Notable Works
http://dbpedia.org/resource/Caitlin_Blackwood,Caitlin Blackwood,"http://dbpedia.org/resource/Antrim,_County_Antrim",2000-06-23,
http://dbpedia.org/resource/Calli_Cox,Calli Cox,"http://dbpedia.org/resource/Robinson,_Illinois",1977-02-26,
http://dbpedia.org/resource/Cameron_Hall_(actor),Cameron Hall,http://dbpedia.org/resource/East_Riding_of_Yorkshire,1897-01-06,
http://dbpedia.org/resource/Cameron_Hall_(actor),Cameron Hall,http://dbpedia.org/resource/Kingston_upon_Hull,1897-01-06,
http://dbpedia.org/resource/Camilla_Lundén,Camilla Lundén,http://dbpedia.org/resource/Stockholm,1967-05-05,
http://dbpedia.org/resource/Camilla_Sparv,Camilla Sparv,http://dbpedia.org/resource/Stockholm,1943-06-03,
http://dbpedia.org/resource/Camilla_Sparv,Camilla Sparv,http://dbpedia.org/resource/Sweden,1943-06-03,
http://dbpedia.org/resource/Camille_Japy,Camille Japy,http://dbpedia.org/resource/Belgium,1968-09-07,
http://dbpedia.org/resource/Camille_Japy,Camille Japy,http://dbpedia.org/resource/Brussels,1968-09-07,
http://dbpedia.org/resource/Camille_Razat,Camille Razat,http://dbpedia.org/resource/Toulouse,1994-03-01,
http://dbpedia.org/resource/Camille_Razat,Camille Razat,http://dbpedia.org/resource/France,1994-03-01,
http://dbpedia.org/resource/Camille_Razat,Camille Razat,http://dbpedia.org/resource/Occitania_(administrative_region),1994-03-01,
http://dbpedia.org/resource/Candy_Apples,Candy Apples,"http://dbpedia.org/resource/Inglewood,_California",1976-10-03,
http://dbpedia.org/resource/Capri_Anderson,Capri Anderson,"http://dbpedia.org/resource/New_York,_New_York",1988-03-30,
http://dbpedia.org/resource/Caressa_Savage,Caressa Savage,"http://dbpedia.org/resource/Ft._Lauderdale,_Florida",1966-07-14,
http://dbpedia.org/resource/Carin_Swensson,Carin Swensson,http://dbpedia.org/resource/Gothenburg,1905-02-28,
http://dbpedia.org/resource/Carl-Axel_Elfving,Carl-Axel Elfving,http://dbpedia.org/resource/Örnsköldsvik,1920-01-12,
http://dbpedia.org/resource/Carl-Axel_Heiknert,Carl-Axel Heiknert,http://dbpedia.org/resource/Värnamo,1924-09-10,
http://dbpedia.org/resource/Carl-Gunnar_Wingård,Carl-Gunnar Wingård,http://dbpedia.org/resource/Karlskrona,1894-02-27,
http://dbpedia.org/resource/Carl_Barcklind,Carl Barcklind,"http://dbpedia.org/resource/Sala,_Sweden",1873-06-01,
http://dbpedia.org/resource/Carl_Barcklind,Carl Barcklind,http://dbpedia.org/resource/Sweden,1873-06-01,
http://dbpedia.org/resource/Carl_Billquist,Carl Billquist,http://dbpedia.org/resource/Malmö,1933-05-19,
http://dbpedia.org/resource/Carl_Forgione,Carl Forgione,http://dbpedia.org/resource/Scotland,1944-05-03,
http://dbpedia.org/resource/Carl_Forgione,Carl Forgione,http://dbpedia.org/resource/Dundee,1944-05-03,
http://dbpedia.org/resource/Carl_Hagman,Carl Hagman,http://dbpedia.org/resource/Stockholm,1890-10-12,
http://dbpedia.org/resource/Carl_Ström,Carl Ström,http://dbpedia.org/resource/Härnösand,1888-06-18,
http://dbpedia.org/resource/Carles_Canut,Carles Canut i Bartra,http://dbpedia.org/resource/Spain,1944-09-23,
http://dbpedia.org/resource/Carlos_Cuevas,Carlos Cuevas,http://dbpedia.org/resource/Montcada_i_Reixac,1995-12-27,
http://dbpedia.org/resource/Carlos_Cuevas,Carlos Cuevas,http://dbpedia.org/resource/Spain,1995-12-27,
http://dbpedia.org/resource/Carlos_Navarro_(actor),Carlos Navarro,http://dbpedia.org/resource/Queens,1980-12-14,
http://dbpedia.org/resource/Carlos_Navarro_(actor),Carlos Navarro,http://dbpedia.org/resource/United_States,1980-12-14,
http://dbpedia.org/resource/Carlos_Navarro_(actor),Carlos Navarro,http://dbpedia.org/resource/New_York_(state),1980-12-14,
http://dbpedia.org/resource/Carly_Hillman,Carly Hillman,http://dbpedia.org/resource/Essex,1983-06-11,
http://dbpedia.org/resource/Carmelino_G._Alvendia,Carmelino Gomez Alvendia,"http://dbpedia.org/resource/Floridablanca,_Pampanga",1906-11-03,
http://dbpedia.org/resource/Carmelino_G._Alvendia,Carmelino Gomez Alvendia,http://dbpedia.org/resource/Insular_Government_of_the_Philippine_Islands,1906-11-03,
http://dbpedia.org/resource/Carmen_Climent,Carmen Climent,http://dbpedia.org/resource/Bilbao,1996-02-13,
http://dbpedia.org/resource/Carmen_Climent,Carmen Climent,http://dbpedia.org/resource/Spain,1996-02-13,
http://dbpedia.org/resource/Carmen_Hart,Carmen Hart,"http://dbpedia.org/resource/Lumberton,_North_Carolina",1984-03-12,
http://dbpedia.org/resource/Carmen_Mathews,Carmen Mathews,"http://dbpedia.org/resource/Philadelphia,_Pennsylvania",1911-05-08,
http://dbpedia.org/resource/Carol_Lee_Scott,Carol Lee Scott,http://dbpedia.org/resource/Bridgwater,1942-12-20,
http://dbpedia.org/resource/Carol_Lee_Scott,Carol Lee Scott,http://dbpedia.org/resource/England,1942-12-20,
http://dbpedia.org/resource/Carol_Lee_Scott,Carol Lee Scott,http://dbpedia.org/resource/Somerset,1942-12-20,
http://dbpedia.org/resource/Carolin_Stoltz,Carolin Stoltz,http://dbpedia.org/resource/Borås,1981-05-02,
http://dbpedia.org/resource/Carolin_Stoltz,Carolin Stoltz,http://dbpedia.org/resource/Sweden,1981-05-02,
http://dbpedia.org/resource/Caroline_Cellier,Caroline Cellier,http://dbpedia.org/resource/Montpellier,1945-08-07,
http://dbpedia.org/resource/Caroline_Cellier,Caroline Cellier,http://dbpedia.org/resource/France,1945-08-07,
http://dbpedia.org/resource/Caroline_Milmoe,Caroline Milmoe,http://dbpedia.org/resource/Manchester,1963-01-11,
http://dbpedia.org/resource/Caroline_Proust,Caroline Proust,"http://dbpedia.org/resource/Le_Vigan,_Gard",1967-11-18,
http://dbpedia.org/resource/Caroline_Tillette,Caroline Tillette,http://dbpedia.org/resource/France,1988-07-16,
http://dbpedia.org/resource/Caroline_Tillette,Caroline Tillette,http://dbpedia.org/resource/Paris,1988-07-16,
http://dbpedia.org/resource/Carter_Stevens,Carter Stevens,"http://dbpedia.org/resource/Newark,_New_Jersey",1944-10-17,
http://dbpedia.org/resource/Carter_Walker_Wesley,Carter Walker Wesley,http://dbpedia.org/resource/Texas,1892-04-29,
http://dbpedia.org/resource/Casey_Donovan_(actor),Casey Donovan,http://dbpedia.org/resource/United_States,1943-11-02,
http://dbpedia.org/resource/Casey_Donovan_(actor),Casey Donovan,"http://dbpedia.org/resource/East_Bloomfield,_New_York",1943-11-02,
http://dbpedia.org/resource/Cassie_Yates,Cassie Yates,"http://dbpedia.org/resource/Macon,_Georgia",1951-03-02,
http://dbpedia.org/resource/Cat_Simmons,Cat Simmons,http://dbpedia.org/resource/Blackburn,1980-05-04,
http://dbpedia.org/resource/Cat_Simmons,Cat Simmons,http://dbpedia.org/resource/Lancashire,1980-05-04,
http://dbpedia.org/resource/Pragya_Yadav,Pragya Kapoor,"http://dbpedia.org/resource/Borgholm,_Sweden",1990-06-29,
http://dbpedia.org/resource/Pranav_Mohanlal,Pranav Mohanlal,http://dbpedia.org/resource/Thiruvananthapuram,1990-07-13,
http://dbpedia.org/resource/Pranav_Mohanlal,Pranav Mohanlal,http://dbpedia.org/resource/Kerala,1990-07-13,
http://dbpedia.org/resource/Pratap_Pothen,Pratap Pothen,http://dbpedia.org/resource/Trivandrum,1952-08-13,
http://dbpedia.org/resource/Pratap_Pothen,Pratap Pothen,http://dbpedia.org/resource/Kerala,1952-08-13,
http://dbpedia.org/resource/Prince_Yahshua,Prince Yahshua,"http://dbpedia.org/resource/Chicago,_Illinois",1970-03-21,
http://dbpedia.org/resource/Puma_Swede,,http://dbpedia.org/resource/Stockholm,1976-09-13,
http://dbpedia.org/resource/Puma_Swede,Puma Swede,http://dbpedia.org/resource/Stockholm,1976-09-13,
http://dbpedia.org/resource/Robert_Oliveri,Robert Oliveri,"http://dbpedia.org/resource/Los_Angeles,_California",1978-04-28,
http://dbpedia.org/resource/Robert_Rendel,Robert Rendel,http://dbpedia.org/resource/England,1884-12-02,
http://dbpedia.org/resource/Robert_Rendel,Robert Rendel,http://dbpedia.org/resource/London,1884-12-02,
http://dbpedia.org/resource/Robert_Vattier,Robert Vattier,http://dbpedia.org/resource/France,1906-10-02,
http://dbpedia.org/resource/Roberta_Gemma,Roberta Gemma,"http://dbpedia.org/resource/Marino,_Lazio",1980-12-15,
http://dbpedia.org/resource/Roberto_Cabral_del_Hoyo,Roberto Cabral del Hoyo,http://dbpedia.org/resource/Zacatecas,1913-08-07,
http://dbpedia.org/resource/Roberto_Cabral_del_Hoyo,Roberto Cabral del Hoyo,http://dbpedia.org/resource/Mexico,1913-08-07,
http://dbpedia.org/resource/Roberto_Malone,Roberto Malone,http://dbpedia.org/resource/Turin,1956-10-31,
http://dbpedia.org/resource/Robin_Byrd,Robin Byrd,http://dbpedia.org/resource/New_York_(state),1957-04-06,
http://dbpedia.org/resource/Robin_Byrd,Robin Byrd,http://dbpedia.org/resource/New_York_City,1957-04-06,
http://dbpedia.org/resource/Robin_Langford,Robin Langford,http://dbpedia.org/resource/England,1953-09-12,
http://dbpedia.org/resource/Robin_Langford,Robin Langford,http://dbpedia.org/resource/Gloucestershire,1953-09-12,
http://dbpedia.org/resource/Robin_Langford,Robin Langford,http://dbpedia.org/resource/Cheltenham,1953-09-12,
http://dbpedia.org/resource/Rocco_Siffredi,Rocco Siffredi,http://dbpedia.org/resource/Ortona,1964-05-04,
http://dbpedia.org/resource/Rod_Fontana,Rod Fontana,"http://dbpedia.org/resource/Central,_South_Carolina",1952-09-18,
http://dbpedia.org/resource/Rodney_Kageyama,Rodney Kageyama,"http://dbpedia.org/resource/San_Mateo,_California",1941-11-01,
http://dbpedia.org/resource/Roger_Dutoit,Roger Dutoit,http://dbpedia.org/resource/Calais,1923-02-08,
http://dbpedia.org/resource/Roger_Dutoit,Roger Dutoit,http://dbpedia.org/resource/France,1923-02-08,
http://dbpedia.org/resource/Roger_Karl,Roger Karl,http://dbpedia.org/resource/Bourges,1882-04-29,
http://dbpedia.org/resource/Roger_Karl,Roger Karl,http://dbpedia.org/resource/France,1882-04-29,
http://dbpedia.org/resource/Roger_Legris,Roger Legris,http://dbpedia.org/resource/Malakoff,1898-07-03,
http://dbpedia.org/resource/Roger_Legris,Roger Legris,http://dbpedia.org/resource/France,1898-07-03,
http://dbpedia.org/resource/Roger_Maxwell_(actor),Roger Maxwell,http://dbpedia.org/resource/London,1900-01-01,
http://dbpedia.org/resource/Roger_Maxwell_(actor),Roger Maxwell,"http://dbpedia.org/resource/Chelsea,_London",1900-01-01,
http://dbpedia.org/resource/Roger_Moore,Roger Moore,http://dbpedia.org/resource/Stockwell,1927-10-14,
http://dbpedia.org/resource/Roger_T._Pipe,Roger T. Pipe,http://dbpedia.org/resource/California,1967-10-17,
http://dbpedia.org/resource/Roger_T._Pipe,Roger T. Pipe,http://dbpedia.org/resource/United_States,1967-10-17,
http://dbpedia.org/resource/Rohit_Purohit,Rohit Purohit,http://dbpedia.org/resource/Jaipur,1986-06-08,
http://dbpedia.org/resource/Rohit_Purohit,Rohit Purohit,http://dbpedia.org/resource/Rajasthan,1986-06-08,
http://dbpedia.org/resource/Rokkō_Toura,Rokkō Toura,http://dbpedia.org/resource/Osaka,1930-04-30,
http://dbpedia.org/resource/Roland_Alexandre,Roland Alexandre,"http://dbpedia.org/resource/Paris,_France",1927-11-06,
http://dbpedia.org/resource/Roland_Hedlund,Roland Hedlund,"http://dbpedia.org/resource/Ersmark,_Skellefteå",1933-11-17,
http://dbpedia.org/resource/Rolf_Botvid,Rolf Botvid,http://dbpedia.org/resource/Göteborg,1915-12-26,
http://dbpedia.org/resource/Rolf_Botvid,Rolf Botvid,http://dbpedia.org/resource/Sweden,1915-12-26,
http://dbpedia.org/resource/Rolf_Skoglund,Rolf Skoglund,http://dbpedia.org/resource/Stockholm,1940-08-11,
